ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date,Monitor Name(s),Daylight Hours,Temperature Low (F),Temperature High (F),Soil Moisture (%),Inundation Treatment,Replicate,Species,Other - Species,Population,Other - Population,Density Treatment,Plant ID,Phenological Stage,Other - Phenological Stage,Notes,Water Level (cm),Plant ID,x,y
6362,df326488-f01d-42fc-9af2-5227773f1ec1,6/21/2023 12:31:11 AM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 12:31:11 AM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,50,S,1,ELMA,,CP,,10,,other,Soil moisture,,0,0,-119.84343277566,34.4130748496021
6363,7e1151c6-1d2b-4d4a-a8ec-71ebb207f097,6/21/2023 12:31:12 AM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 12:31:12 AM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,50,S,1,JUBU,,A,,10,,other,Soil moisture,,0,0,-119.843412017604,34.4130714597097
6364,81465a52-9507-496a-8ac9-36b7bb4b06f3,6/21/2023 12:31:12 AM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 12:31:12 AM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,43,S,1,JUBU,,A,,5+5,,other,Soil moisture,,0,0,-119.843430321225,34.4130685239391
6365,695c6cec-e40b-460f-87e8-6e1f88613f83,6/21/2023 12:31:13 AM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 12:31:13 AM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,50.5,S,1,DEFA,,M,,5+5,,other,Soil moisture,,0,0,-119.843430654957,34.4130653847207
6366,7a2605c1-2488-4995-9eab-aa36ec8498bb,6/21/2023 12:31:13 AM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 12:31:13 AM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,53.5,H,2,ELMA,,DC,,5,,other,Soil moisture,,0,0,-119.843459945491,34.4130889243813
6367,35b4245f-efc5-4999-8ad7-d75afc0257f7,6/21/2023 12:31:14 AM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 12:31:14 AM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,50.5,H,2,JUBU,,M,,10,,other,Soil moisture,,0,0,-119.84346420314,34.4130851657674
6368,d3849d52-d27e-4a2f-8389-4dde0d7e8293,6/21/2023 12:31:14 AM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 12:31:14 AM,richardhettish@umail.ucsb.edu_ucsb,6/14/2023 7:00:00 PM,Ricky,14.5,57,66,56,H,2,DEFA,,CP,,10,,other,Soil moisture,,0,0,-119.843463671766,34.4130997013264
6369,86d09460-f2b0-45aa-9e95-2433f527c89d,6/21/2023 5:42:18 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:42:18 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,47,S,2,DEFA,,M,,5,,other,Desiccated,,0,DICOT1,-119.843414093811,34.4130435447764
6370,e9de7236-3a31-4115-ab96-4851dc2d9064,6/21/2023 5:42:29 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:42:29 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,44.5,S,2,DEFA,,A,,5,,Survived,,,0,DICOT1,-119.843418597753,34.4130303235927
6371,cd30d511-4c57-4be4-9670-3810aeae4050,6/21/2023 5:42:42 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:42:42 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,46.5,S,2,ELMA,,DC,,5+5,,Survived,,,0,DICOT1,-119.843415989594,34.413041507602
6372,0787d19f-754c-4337-92a9-bfccb1ed14e3,6/21/2023 5:42:55 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:42:55 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,50.5,S,2,ELMA,,DC,,5,,Survived,,,0,JUBU1,-119.843420355241,34.4130455842836
6373,b1f4d9e9-9dc8-470d-a9c3-880f36302ebd,6/21/2023 5:43:09 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:43:09 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,43.5,S,2,ELMA,,IV,,10,,Survived,,,0,DICOT1,-119.843436587717,34.413037522833
6374,1dcd9bda-ae17-4909-8784-f879005ed6b1,6/21/2023 5:43:22 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:43:22 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,43.5,S,2,ELMA,,IV,,10,,Survived,,,0,JUBU1,-119.843398832841,34.4130414361021
6375,a09efdab-6971-4c87-b5d9-3630f0f089b3,6/21/2023 5:43:35 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:43:35 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,37,S,2,ELMA,,M,,5+5,,Survived,,,0,DICOT1,-119.843393152165,34.413035385194
6376,313968e1-ff13-4f64-a8f7-eec8891b4885,6/21/2023 5:43:36 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:43:36 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,43,S,2,JUBU,,A,,5+5,,Flowering,,Desiccating?,0,JUBU1,-119.843431058313,34.4130452670593
6377,0fa22bef-f942-4b44-818c-9fd70ae2057b,6/21/2023 5:43:44 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:43:44 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,43,S,2,JUBU,,M,,5,,Survived,,,0,JUBU1,-119.84342174645,34.413041948444
6378,f92571cc-0cb2-4581-bc99-dffe00d5384a,6/21/2023 5:43:45 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:43:45 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,43,S,2,JUBU,,M,,5,,Survived,,,0,FEPE1,-119.843432927217,34.4130336442285
6379,89587e0c-1f88-4fde-87e5-1da783010d24,6/21/2023 5:43:48 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:43:48 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,51,S,2,ELMA,,CP,,5+5,,Survived,,,0,JUBU1,-119.843407853111,34.4130587146057
6380,b925ebb6-893c-4c0a-be78-3aff08f2c561,6/21/2023 5:43:55 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:43:55 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,51,S,2,ELMA,,CP,,5+5,,Survived,,,0,FEPE1,-119.843456822239,34.4130335108834
6381,4d28bdea-c3d7-461a-9ad6-56abf4fe4475,6/21/2023 5:43:59 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:43:59 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,49,S,2,JUBU,,A,,5,,Survived,,,0,JUBU1,-119.843439027885,34.4130224269122
6382,d1e37fc5-aa08-4beb-a19e-62422bcc7bad,6/21/2023 5:44:01 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:01 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,49,S,2,JUBU,,A,,5,,Survived,,,0,JUBU2,-119.843458073425,34.4130184817395
6383,d9ccfaa3-9292-45b4-95a2-df8027ae8f24,6/21/2023 5:44:02 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:02 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,49,S,2,JUBU,,A,,5,,Survived,,,0,JUBU3,-119.843443246472,34.413028330043
6384,5af5d1ae-f6bb-4889-8d7c-b6a1b7f389ac,6/21/2023 5:44:04 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:04 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,49,S,2,JUBU,,A,,5,,Survived,,,0,JUBU4,-119.843448379029,34.4130364536323
6385,d3fbf481-0172-4e59-95b5-1e6fd34dae22,6/21/2023 5:44:08 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:08 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,49,S,2,JUBU,,A,,5,,Survived,,,0,JUBU5,-119.843442551332,34.4130385328454
6386,1cf24a4f-9951-4d06-bd63-4db7c27cdcfa,6/21/2023 5:44:10 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:10 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,41.5,S,2,ELMA,,M,,10,,Survived,,,0,DICOT1,-119.8434516108,34.4130381720066
6387,1872fb8c-2352-4275-99af-f12dfa82d319,6/21/2023 5:44:12 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:12 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,40,S,2,DEFA,,IV,,5,,Survived,,,0,FEPE1,-119.84342259128,34.41303717341
6388,4dfd5b4f-726f-401f-8928-649d97c3ef14,6/21/2023 5:44:14 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:14 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,52,S,2,DEFA,,A,,5+5,,Survived,,,0,FEPE1,-119.843407404111,34.4130568464819
6389,ed8c49a2-4c25-4671-8af6-6bb9c45175cd,6/21/2023 5:44:17 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:17 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,52,S,2,DEFA,,IV,,5,,Survived,,,0,FEPE2,-119.843451822216,34.4130271836128
6390,9174c9e1-241d-41f8-9432-c01e8360a6fc,6/21/2023 5:44:19 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:19 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,52,S,2,DEFA,,IV,,5,,Survived,,,0,FEPE3,-119.843471257521,34.4130190393536
6391,bd774555-d4e7-4cbf-81a1-ed99120f528e,6/21/2023 5:44:21 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:21 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,52,S,2,DEFA,,IV,,5,,Survived,,,0,FEPE4,-119.843464012884,34.4130293744601
6392,9ec1eef1-15f7-4921-bad8-7c1cad6a8ca7,6/21/2023 5:44:23 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:23 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,52,S,2,DEFA,,IV,,5,,Germinated,,,0,FEPE5,-119.843458755771,34.4130264222308
6393,f4431d1b-9b52-4231-a05c-4efdc520a384,6/21/2023 5:44:25 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:25 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,52,S,2,DEFA,,IV,,5,,Survived,,,0,DEFA1,-119.843450682061,34.4130312220424
6394,65dcee87-60e2-4e4d-b90f-5b1ea9e54314,6/21/2023 5:44:26 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:26 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,52,S,2,ELMA,,CP,,10,,other,Soil moisture,,0,ZERO,-119.843456485799,34.4130222673347
6395,5ee04adb-2a6a-4aaa-9e3c-94c592c35c60,6/21/2023 5:44:27 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:27 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,57,S,2,ELMA,,IV,,5,,other,Soil moisture,,0,ZERO,-119.843435115471,34.4130452350754
6396,06062d26-3099-4225-9c06-3f760a9a68c5,6/21/2023 5:44:27 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:27 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,52,S,2,ELMA,,DC,,10,,Survived,,Soil moisture,0,ZERO,-119.843492565287,34.4130103757379
6397,f6d6aa90-b551-4f07-b722-1abf6c2c8e3b,6/21/2023 5:44:28 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:28 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,39,S,2,ELMA,,CP,,5,,Survived,,Soil moisture,0,ZERO,-119.843470548777,34.4130350690088
6398,ddec6cc1-1514-4c7a-9d68-634a27feb4b0,6/21/2023 5:44:31 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:31 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,52,S,2,ELMA,,IV,,5+5,,Survived,,Soil moisture,0,JUBU1,-119.843462980174,34.4131076060245
6399,2cd4fc78-6a9e-41b0-9d30-eb3530958fa0,6/21/2023 5:44:34 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:34 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,52,S,2,ELMA,,IV,,5+5,,Survived,,,0,DICOT1,-119.843508718985,34.4130260371032
6400,9aedaf15-8843-48aa-919b-da1f4b41bae7,6/21/2023 5:44:37 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:37 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,52,S,2,ELMA,,IV,,5+5,,Survived,,,0,FEPE1,-119.84351503037,34.4130221017485
6401,998388d1-2a8a-4b61-b9cf-9528c764d002,6/21/2023 5:44:40 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:40 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,51,D,2,JUBU,,IV,,5+5,,Survived,,Soil moisture,0,DICOT1,-119.843514803686,34.4130316124773
6402,3c1dd1f6-90fc-43c0-b099-5fce2bc9c6ec,6/21/2023 5:44:41 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:41 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,21.5,D,2,JUBU,,M,,5,,other,,Soil moisture,0,0,-119.843493471013,34.4130541674428
6403,d67d2a9e-abb9-4bdd-be91-579408996a0f,6/21/2023 5:44:42 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:42 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,38.5,D,2,DEFA,,M,,5,,other,,Soil moisture,0,0,-119.843465097708,34.4130823228272
6404,3305791f-17b2-4700-9b32-3963f81e8112,6/21/2023 5:44:45 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:45 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,37,D,2,JUBU,,A,,5+5,,other,Desiccated,,0,DICOT1,-119.843460440668,34.4130914349251
6405,0beaca81-02a2-484c-8129-5a0ec20621c4,6/21/2023 5:44:46 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:46 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,16,D,2,ELMA,,DC,,5,,other,Soil moisture,,0,0,-119.843452798067,34.41307675342
6406,0e0e8c19-0cdb-4119-9ec6-bcf4980b42bc,6/21/2023 5:44:49 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:49 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,29,D,2,JUBU,,M,,5+5,,Survived,,,0,JUBU1,-119.843457465098,34.4130830338735
6407,829e9b77-62e5-47e9-ac8e-890996bb96f6,6/21/2023 5:44:50 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:50 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,38,D,2,DEFA,,M,,10,,other,Soil moisture,,0,0,-119.843455752874,34.4131128162395
6408,4c5522cf-35e5-4364-a321-95652f6ae8a3,6/21/2023 5:44:52 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:52 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,27,D,2,JUBU,,IV,,10,,other,Desiccated,,0,JUBU1,-119.843462337277,34.4130887965796
6409,b4a7e0ad-b792-4379-a246-ed0c2b0bb375,6/21/2023 5:44:53 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:53 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,24,D,2,ELMA,,IV,,10,,other,Soil moisture,,0,0,-119.843481636408,34.4130788322406
6410,fc3b0d31-9730-4596-9d48-2665a1d9c0a9,6/21/2023 5:44:54 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:54 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,49.5,H,1,ELMA,,DC,,10,,other,Soil moisture,,0,0,-119.843458798885,34.4130834171907
6411,220043c2-c116-4650-80f5-5b94d3e3f171,6/21/2023 5:44:55 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:55 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,41.5,D,3,DEFA,,CP,,5+5,,other,Soil moisture,,0,0,-119.84347563007,34.4130765589774
6412,6b73781a-6ee8-40d9-9c14-5b08caf0cfba,6/21/2023 5:44:56 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:56 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,46,D,3,DEFA,,M,,10,,other,Soil moisture,,0,0,-119.843470845655,34.4130874404173
6413,c7fb71e9-7020-4c84-9915-0731f3c2afbb,6/21/2023 5:44:56 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:56 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,43,D,3,ELMA,,DC,,5,,other,Soil moisture,,0,0,-119.84345258675,34.4130706791235
6414,55430947-fb78-4517-8d31-0782dcefadf7,6/21/2023 5:44:59 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:59 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,44.5,D,3,ELMA,,M,,5,,Survived,,,0,JUBU1,-119.843435028521,34.4130781413081
6415,a6b81c42-b2ca-4092-bb1d-e313f1f3a304,6/21/2023 5:44:59 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:44:59 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,42,D,3,ELMA,,CP,,5,,other,Soil moisture,,0,0,-119.843441463665,34.4130846503311
6416,e81c2b71-8928-4fbd-8dcf-779d979349d9,6/21/2023 5:45:02 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:02 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,33.5,D,3,DEFA,,CP,,10,,Survived,,,0,DICOT1,-119.843450178463,34.4131060569165
6417,9595cf63-e5ab-42da-af8c-59b011e5282d,6/21/2023 5:45:03 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:03 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,38,D,3,DEFA,,M,,5,,other,Soil moisture,,0,0,-119.843495985141,34.4130366029879
6418,16d513cb-9b63-4032-9fc8-745d0d7bb681,6/21/2023 5:45:03 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:03 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,24.5,D,3,ELMA,,CP,,10,,other,Soil moisture,,0,0,-119.843445751936,34.4130605761825
6419,20c89d1c-b5a9-487a-9615-01aa6ab84972,6/21/2023 5:45:07 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:07 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,41.5,D,3,ELMA,,M,,10,,Survived,,,0,DICOT1,-119.843451074431,34.4130547100315
6420,cb7cbe32-7ad3-40ba-ae82-d15c259534a5,6/21/2023 5:45:07 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:07 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,29.5,D,3,DEFA,,IV,,10,,other,Soil moisture,,0,0,-119.843451712712,34.413089190374
6421,d8d790ac-7223-4a20-a050-abd2bb9994de,6/21/2023 5:45:08 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:08 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,41,D,3,ELMA,,IV,,5,,other,Soil moisture,,0,0,-119.843449851027,34.4130936912251
6422,5f78fb39-6d57-4f6c-8efc-d608cf8c9734,6/21/2023 5:45:11 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:11 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,41.5,D,3,DEFA,,IV,,5,,Survived,,,0,JUBU1,-119.843433856442,34.4130803120162
6423,fd1ec9f8-b0bf-4d7a-a27b-d7f1b2be7afe,6/21/2023 5:45:13 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:13 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,26,D,3,DEFA,,A,,10,,other,Soil moisture,,0,0,-119.843464964102,34.4130908930037
6424,25ebbf56-c16e-432b-bb7b-291a707d7e1d,6/21/2023 5:45:13 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:13 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,49,H,3,ELMA,,CP,,5+5,,other,Soil moisture,,0,0,-119.843471748169,34.4130683802536
6425,5b82063a-c9ed-4c9e-a583-f67d3807486c,6/21/2023 5:45:14 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:14 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,47.5,H,3,DEFA,,IV,,10,,other,Soil moisture,,0,0,-119.843449682781,34.4130608887297
6426,1e8e6afe-c970-4ce7-930a-9b5f77531c20,6/21/2023 5:45:15 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:15 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,51,H,3,ELMA,,IV,,5,,other,Soil moisture,,0,0,-119.843451606512,34.4130825965736
6427,34d32c96-ecf0-411a-84f5-6871655ed087,6/21/2023 5:45:20 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:20 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,45,H,3,DEFA,,M,,5+5,,Survived,,,0,DICOT1,-119.843439192619,34.4130846134308
6428,ae90479b-7327-4501-86ef-85de2e24c64d,6/21/2023 5:45:21 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:21 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,57.5,H,3,ELMA,,DC,,5,,other,Soil moisture,,0,0,-119.843454099598,34.413081433929
6429,00bbef5b-ca2b-4036-bc90-698f98f26d85,6/21/2023 5:45:21 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:21 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,48,H,3,ELMA,,DC,,10,,other,Soil moisture,,0,0,-119.843417812233,34.4130878628333
6430,8e302815-8d84-43e7-be7f-3746cfa8b78b,6/21/2023 5:45:24 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:24 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,51,H,3,ELMA,,M,,5,,Flowering,,Budding?,0,JUBU1,-119.843446505771,34.413069348694
6431,8ba040e8-8c3d-4a9f-a6ed-a5e69fbecd90,6/21/2023 5:45:27 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:27 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,53,H,3,ELMA,,IV,,10,,Survived,,,0,DICOT1,-119.843447988509,34.4130538889287
6432,06f16cde-65c1-478a-b028-ec47087c24be,6/21/2023 5:45:29 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:29 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,48.5,S,3,DEFA,,CP,,5,,Survived,,,0,DICOT1,-119.843421820973,34.4130215440239
6433,255f55e2-6320-46c3-863e-2276fadad6f2,6/21/2023 5:45:30 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:30 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,44.5,S,3,JUBU,,M,,5,,other,Soil moisture,,0,0,-119.843436961044,34.413081522658
6434,889c4bd7-35fa-4ac7-b350-5d327c9cbf5f,6/21/2023 5:45:32 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:32 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,49,S,3,DEFA,,IV,,5+5,,other,Soil moisture,,0,0,-119.843436832075,34.4130819069295
6435,3ff3d1a5-bf58-4c02-81ce-b1582afae5c4,6/21/2023 5:45:34 PM,richardhettish@umail.ucsb.edu_ucsb,6/21/2023 5:45:34 PM,richardhettish@umail.ucsb.edu_ucsb,6/13/2023 7:00:00 PM,Ricky,14.5,54,66,49,S,3,DEFA,,A,,5+5,,Survived,,,0,DICOT1,-119.843451112777,34.4130652225294
